Network_SID,DateTime_Key,NodeName,NeId,Object,Time,Interval,Direction,NeAlias,NeType,RFInputPower,TID,FarEndTID,SLOT,PORT
-360076052,2021/01/21 05:15:00,SOEM1,5366,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-KHT06.1,AMM 2PB,-47.0,7T6b,7T3d,1/2+,1
-2002096187,2021/01/21 05:15:00,SOEM1,5409,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-BM3546.1,AMM 2PB,-43.2,U46a,U22d,1/2+,1
302540313,2021/01/21 05:15:00,SOEM1,5406,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-SE1961.1,AMM 2PB,-44.5,S61b,D15d,1/2+,1
1352900818,2021/01/21 05:15:00,SOEM1,5405,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-AL5365.1,AMM 2PB,-39.8,565b,k33a,1/3+,1
1352900818,2021/01/21 05:15:00,SOEM1,5405,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-AL5365.1,AMM 2PB,-48.2,565a,AWAd,1/2+,1
1274785766,2021/01/21 05:15:00,SOEM1,5364,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-BL0920.1,AMM 2PB,-42.9,B20c,b22a,1/2+,1
1274785766,2021/01/21 05:15:00,SOEM1,5364,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-BL0920.1,AMM 2PB,-46.4,B20b,B18d,1/3+,1
673072641,2021/01/21 05:15:00,SOEM1,5412,1/6.1/1,2021-01-21 00:00:00,24,Near End,TN-AL5338.1,AMM 6PC,-41.6,538b,L33a,1/6+,1
673072641,2021/01/21 05:15:00,SOEM1,5412,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-AL5338.1,AMM 6PC,-40.7,538a,L52e,1/2+,1
673072641,2021/01/21 05:15:00,SOEM1,5412,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-AL5338.1,AMM 6PC,-45.7,538c,k27a,1/3+,1
998531482,2021/01/21 05:15:00,SOEM1,5421,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-ALT01-TN2.1,AMM 20PB,-37.9,AT1g,A33b,1/2+,1
998531482,2021/01/21 05:15:00,SOEM1,5421,1/6.1/1,2021-01-21 00:00:00,24,Near End,TN-ALT01-TN2.1,AMM 20PB,-47.6,AT1n,530a,1/6+,1
998531482,2021/01/21 05:15:00,SOEM1,5421,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-ALT01-TN2.1,AMM 20PB,-37.3,AT1h,A33d,1/3+,1
998531482,2021/01/21 05:15:00,SOEM1,5421,1/18.1/1,2021-01-21 00:00:00,24,Near End,TN-ALT01-TN2.1,AMM 20PB,-53.9,AT1i,689a,1/18+,1
998531482,2021/01/21 05:15:00,SOEM1,5421,1/15.1/1,2021-01-21 00:00:00,24,Near End,TN-ALT01-TN2.1,AMM 20PB,-78.7,AT1o,530n,1/15+,1
998531482,2021/01/21 05:15:00,SOEM1,5421,1/14.1/1,2021-01-21 00:00:00,24,Near End,TN-ALT01-TN2.1,AMM 20PB,-45.4,AT1e,530e,1/14+,1
998531482,2021/01/21 05:15:00,SOEM1,5421,1/9.1/1,2021-01-21 00:00:00,24,Near End,TN-ALT01-TN2.1,AMM 20PB,-35.1,AT1p,ATFg,1/9+,1
998531482,2021/01/21 05:15:00,SOEM1,5421,1/8.1/1,2021-01-21 00:00:00,24,Near End,TN-ALT01-TN2.1,AMM 20PB,-35.1,AT1r,ATFc,1/8+,1
998531482,2021/01/21 05:15:00,SOEM1,5421,1/7.1/1,2021-01-21 00:00:00,24,Near End,TN-ALT01-TN2.1,AMM 20PB,-50.1,AT1m,530b,1/7+,1
1468496210,2021/01/21 05:15:00,SOEM1,5368,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-AL5026.1,AMM 2PB,-38.2,226a,A79a,1/2+,1
694880883,2021/01/21 05:15:00,SOEM1,5444,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-BL5593.1,AMM 2PB,-36.3,b93a,B39e,1/2+,1
-763690566,2021/01/21 05:15:00,SOEM1,5442,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-JI1851.1,AMM 2PB,-42.6,I51b,I43c,1/3+,1
-1697136527,2021/01/21 05:15:00,SOEM1,5407,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-BL0987.1,AMM 20PB,-35.7,B87b,BT2p,1/4+,1
-1697136527,2021/01/21 05:15:00,SOEM1,5407,1/7.1/1,2021-01-21 00:00:00,24,Near End,TN-BL0987.1,AMM 20PB,-38.2,B87z,MT1z,1/7+,1
-1697136527,2021/01/21 05:15:00,SOEM1,5407,1/6.1/1,2021-01-21 00:00:00,24,Near End,TN-BL0987.1,AMM 20PB,-38.5,B87n,MT1x,1/6+,1
-1697136527,2021/01/21 05:15:00,SOEM1,5407,1/5.1/1,2021-01-21 00:00:00,24,Near End,TN-BL0987.1,AMM 20PB,-36.3,B87c,BT2k,1/5+,1
-1961289706,2021/01/21 05:15:00,SOEM1,5435,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-AL5465.1,AMM 2PB,-45.1,665a,A70a,1/3+,1
-680567200,2021/01/21 05:15:00,SOEM1,5437,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-AL5497.1,AMM 2PB,-46.4,697a,f03b,1/3+,1
923389800,2021/01/21 05:15:00,SOEM1,5441,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-AL6260.1,AMM 2PB,-99.9,F27c,FT6h,1/3+,1
923389800,2021/01/21 05:15:00,SOEM1,5441,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-AL6260.1,AMM 2PB,-59.5,h60a,h63b,1/2+,1
670781231,2021/01/21 05:15:00,SOEM1,5365,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-BL0939.1,AMM 6PC,-41.3,B39c,b17a,1/4+,1
670781231,2021/01/21 05:15:00,SOEM1,5365,1/6.1/1,2021-01-21 00:00:00,24,Near End,TN-BL0939.1,AMM 6PC,-35.4,B39e,b93a,1/6+,1
670781231,2021/01/21 05:15:00,SOEM1,5365,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-BL0939.1,AMM 6PC,-36.6,B39b,BT2x,1/3+,1
670781231,2021/01/21 05:15:00,SOEM1,5365,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-BL0939.1,AMM 6PC,-37.9,B39a,BT2s,1/2+,1
670781231,2021/01/21 05:15:00,SOEM1,5365,1/5.1/1,2021-01-21 00:00:00,24,Near End,TN-BL0939.1,AMM 6PC,-39.8,B39d,B54a,1/5+,1
2133214670,2021/01/21 05:15:00,SOEM1,5424,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-AL1641-TN2.1,AMM 6PC,-47.3,A41g,I10a,1/2+,1
2133214670,2021/01/21 05:15:00,SOEM1,5424,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-AL1641-TN2.1,AMM 6PC,-48.2,A41g,I10a,1/3+,1
-1670857374,2021/01/21 05:15:00,SOEM1,5425,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-AL5066.1,AMM 6PC,-42.6,266c,x24a,1/4+,1
-1670857374,2021/01/21 05:15:00,SOEM1,5425,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-AL5066.1,AMM 6PC,-42.0,266b,673a,1/3+,1
-1670857374,2021/01/21 05:15:00,SOEM1,5425,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-AL5066.1,AMM 6PC,-34.7,266a,L23c,1/2+,1
1206941943,2021/01/21 05:15:00,SOEM1,5431,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-AL5494.1,AMM 2PB,-42.9,694a,511b,1/3+,1
-118057541,2021/01/21 05:15:00,SOEM1,5434,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-AL5339.1,AMM 2PB,-46.4,539a,234b,1/2+,1
766955026,2021/01/21 05:15:00,SOEM1,5468,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-AL2014.1,AMM 2PB,-42.9,x14b,A93g,1/3+,1
-1527162796,2021/01/21 05:15:00,SOEM1,5463,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-BMWOF04.1,AMM 2PB,-41.3,W04a,u01b,1/2+,1
1322310534,2021/01/21 05:15:00,SOEM1,5438,1/5.1/1,2021-01-21 00:00:00,24,Near End,TN-AL1693-TN2.1,AMM 6PC,-37.9,A93f,633a,1/5+,1
1322310534,2021/01/21 05:15:00,SOEM1,5438,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-AL1693-TN2.1,AMM 6PC,-43.2,A93g,x14b,1/4+,1
-345751417,2021/01/21 05:15:00,SOEM1,5422,1/5.1/1,2021-01-21 00:00:00,24,Near End,TN-AL1633.1,AMM 6PC,-44.2,A33f,h16a,1/5+,1
-345751417,2021/01/21 05:15:00,SOEM1,5422,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-AL1633.1,AMM 6PC,-36.6,A33b,AT1g,1/2+,1
-345751417,2021/01/21 05:15:00,SOEM1,5422,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-AL1633.1,AMM 6PC,-36.3,A33d,AT1h,1/3+,1
-345751417,2021/01/21 05:15:00,SOEM1,5422,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-AL1633.1,AMM 6PC,-39.8,A33e,579a,1/4+,1
1173552099,2021/01/21 05:15:00,SOEM1,5308,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-TE1250.1,AMM 2PB,-44.5,350c,348b,1/3+,1
1173552099,2021/01/21 05:15:00,SOEM1,5308,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-TE1250.1,AMM 2PB,-43.5,350b,314c,1/2+,1
1748301955,2021/01/21 05:15:00,SOEM1,5429,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-ALT05-TN2.1,AMM 6PC,-31.6,A55f,A34f,1/2+,1
1748301955,2021/01/21 05:15:00,SOEM1,5429,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-ALT05-TN2.1,AMM 6PC,-31.6,A55a,A34a,1/3+,1
334721462,2021/01/21 05:15:00,SOEM1,5456,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-EO3942.1,AMM 2PB,-43.8,O42b,O26c,1/2+,1
1578345046,2021/01/21 05:15:00,SOEM1,5472,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-BL0958.1,AMM 2PB,-44.8,B58a,BT06,1/2+,1
56583049,2021/01/21 05:15:00,SOEM1,5451,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-TO1566.1,AMM 6PC,-42.6,Z66a,960a,1/4+,1
56583049,2021/01/21 05:15:00,SOEM1,5451,1/5.1/1,2021-01-21 00:00:00,24,Near End,TN-TO1566.1,AMM 6PC,-42.9,Z66d,Z68d,1/5+,1
56583049,2021/01/21 05:15:00,SOEM1,5451,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-TO1566.1,AMM 6PC,-37.9,Z66b,ZT2f,1/2+,1
-753423195,2021/01/21 05:15:00,SOEM1,5455,1/5.1/1,2021-01-21 00:00:00,24,Near End,TN-BM3582.1,AMM 6PC,-45.7,U82d,U69e,1/5+,1
-753423195,2021/01/21 05:15:00,SOEM1,5455,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-BM3582.1,AMM 6PC,-46.0,U82f,U69c,1/4+,1
-753423195,2021/01/21 05:15:00,SOEM1,5455,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-BM3582.1,AMM 6PC,-45.4,U82b,u08a,1/3+,1
-753423195,2021/01/21 05:15:00,SOEM1,5455,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-BM3582.1,AMM 6PC,-46.4,U82a,U14h,1/2+,1
-1354710283,2021/01/21 05:15:00,SOEM1,5458,1/5.1/1,2021-01-21 00:00:00,24,Near End,TN-BJ6144.1,AMM 6PC,-42.0,j44d,J27f,1/5+,1
-1354710283,2021/01/21 05:15:00,SOEM1,5458,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-BJ6144.1,AMM 6PC,-41.3,j44c,J27e,1/4+,1
-1354710283,2021/01/21 05:15:00,SOEM1,5458,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-BJ6144.1,AMM 6PC,-44.2,j44b,J61l,1/3+,1
-1354710283,2021/01/21 05:15:00,SOEM1,5458,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-BJ6144.1,AMM 6PC,-44.8,j44a,J61k,1/2+,1
-2076068949,2021/01/21 05:15:00,SOEM1,5469,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-SE6359.1,AMM 2PB,-40.7,859c,ST9b,1/3+,1
-2076068949,2021/01/21 05:15:00,SOEM1,5469,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-SE6359.1,AMM 2PB,-38.8,859b,ST8h,1/2+,1
1037542262,2021/01/21 05:15:00,SOEM1,5454,1/6.1/1,2021-01-21 00:00:00,24,Near End,TN-BM3569.1,AMM 6PC,-41.6,U69a,u89b,1/6+,1
1037542262,2021/01/21 05:15:00,SOEM1,5454,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-BM3569.1,AMM 6PC,-45.7,U69c,U82f,1/4+,1
1037542262,2021/01/21 05:15:00,SOEM1,5454,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-BM3569.1,AMM 6PC,-41.6,U69b,U92a,1/3+,1
1037542262,2021/01/21 05:15:00,SOEM1,5454,1/5.1/1,2021-01-21 00:00:00,24,Near End,TN-BM3569.1,AMM 6PC,-44.2,U69e,U82d,1/5+,1
1218466245,2021/01/21 05:15:00,SOEM1,5310,1/6.1/1,2021-01-21 00:00:00,24,Near End,TN-BL0981.1,AMM 6PC,-43.8,B81d,B21b,1/6+,1
1218466245,2021/01/21 05:15:00,SOEM1,5310,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-BL0981.1,AMM 6PC,-40.7,B81a,B79a,1/4+,1
1218466245,2021/01/21 05:15:00,SOEM1,5310,1/5.1/1,2021-01-21 00:00:00,24,Near End,TN-BL0981.1,AMM 6PC,-46.0,B81e,b60b,1/5+,1
1218466245,2021/01/21 05:15:00,SOEM1,5310,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-BL0981.1,AMM 6PC,-36.9,B81k,B96j,1/2+,1
1218466245,2021/01/21 05:15:00,SOEM1,5310,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-BL0981.1,AMM 6PC,-36.3,B81m,B96l,1/3+,1
2015068460,2021/01/21 05:15:00,SOEM1,5445,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-AL6507.1,AMM 2PB,-48.9,k07a,AT7a,1/2+,1
-634459175,2021/01/21 05:15:00,SOEM1,5475,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-AL4841.1,AMM 2PB,-38.8,l41a,p42b,1/2+,1
-1536042068,2021/01/21 05:15:00,SOEM1,5491,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-BM2903.1,AMM 2PB,-40.7,V03a,U85b,1/2+,1
815277952,2021/01/21 05:15:00,SOEM1,5490,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-AL5001..1,AMM 6PC,-35.4,201d,AT1d,1/3+,1
815277952,2021/01/21 05:15:00,SOEM1,5490,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-AL5001..1,AMM 6PC,-35.1,201a,A95c,1/4+,1
815277952,2021/01/21 05:15:00,SOEM1,5490,1/5.1/1,2021-01-21 00:00:00,24,Near End,TN-AL5001..1,AMM 6PC,-34.4,201b,A95d,1/5+,1
815277952,2021/01/21 05:15:00,SOEM1,5490,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-AL5001..1,AMM 6PC,-36.3,201c,AT1j,1/2+,1
-2043454489,2021/01/21 05:15:00,SOEM1,5489,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-AL6264.1,AMM 2PB,-49.8,f64a,602b,1/2+,1
-2043454489,2021/01/21 05:15:00,SOEM1,5489,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-AL6264.1,AMM 2PB,-41.3,f64b,A94d,1/3+,1
2029377594,2021/01/21 05:15:00,SOEM1,5493,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-CO2514-TN2.1,AMM 2PB,-27.2,C14f,c42b,1/2+,1
2029377594,2021/01/21 05:15:00,SOEM1,5493,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-CO2514-TN2.1,AMM 2PB,-44.2,C14b,C08b,1/3+,1
1381643649,2021/01/21 05:15:00,SOEM1,5495,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-SE6308.1,AMM 2PB,-45.7,808b,S31e,1/2+,1
291880578,2021/01/21 05:15:00,SOEM1,5518,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-AL6535-TN2P.1,AMM 2PB,-50.1,k35b,L04p,1/2+,1
-1325611156,2021/01/21 05:15:00,SOEM1,5506,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-AN2305.1,AMM 2PB,-40.7,N05b,NT3f,1/2+,1
-1870890395,2021/01/21 05:15:00,SOEM1,5517,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-AL5281-TN2.1,AMM 6PC,-51.4,h81b,524d,1/3+,1
-1870890395,2021/01/21 05:15:00,SOEM1,5517,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-AL5281-TN2.1,AMM 6PC,-47.6,h81a,524b,1/2+,1
-294583133,2021/01/21 05:15:00,SOEM1,5494,1/5.1/1,2021-01-21 00:00:00,24,Near End,TN-AL0079.1,AMM 20PB,-39.8,p79d,ATBh,1/5+,1
-294583133,2021/01/21 05:15:00,SOEM1,5494,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-AL0079.1,AMM 20PB,-39.1,p79a,ATBe,1/2+,1
-294583133,2021/01/21 05:15:00,SOEM1,5494,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-AL0079.1,AMM 20PB,-38.5,p79c,ATBg,1/4+,1
-294583133,2021/01/21 05:15:00,SOEM1,5494,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-AL0079.1,AMM 20PB,-38.5,p79b,ATBf,1/3+,1
-294583133,2021/01/21 05:15:00,SOEM1,5494,1/9.1/1,2021-01-21 00:00:00,24,Near End,TN-AL0079.1,AMM 20PB,-43.2,p79h,505j,1/9+,1
-294583133,2021/01/21 05:15:00,SOEM1,5494,1/8.1/1,2021-01-21 00:00:00,24,Near End,TN-AL0079.1,AMM 20PB,-42.9,p79j,505f,1/8+,1
-294583133,2021/01/21 05:15:00,SOEM1,5494,1/7.1/1,2021-01-21 00:00:00,24,Near End,TN-AL0079.1,AMM 20PB,-42.3,p79f,505e,1/7+,1
-294583133,2021/01/21 05:15:00,SOEM1,5494,1/6.1/1,2021-01-21 00:00:00,24,Near End,TN-AL0079.1,AMM 20PB,-43.2,p79e,505b,1/6+,1
-1646279278,2021/01/21 05:15:00,SOEM1,5522,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-AL2019.1,AMM 2PB,-51.1,x19a,f24e,1/3+,1
1750112406,2021/01/21 05:15:00,SOEM1,5502,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-BM3509.1,AMM 20PB,-49.2,U09b,UT1l,1/3+,1
1750112406,2021/01/21 05:15:00,SOEM1,5502,1/15.1/1,2021-01-21 00:00:00,24,Near End,TN-BM3509.1,AMM 20PB,-44.2,U09j,u54a,1/15+,1
1750112406,2021/01/21 05:15:00,SOEM1,5502,1/8.1/1,2021-01-21 00:00:00,24,Near End,TN-BM3509.1,AMM 20PB,-47.9,U09v,U76g,1/8+,1
1750112406,2021/01/21 05:15:00,SOEM1,5502,1/9.1/1,2021-01-21 00:00:00,24,Near End,TN-BM3509.1,AMM 20PB,-47.9,U09p,U76h,1/9+,1
1750112406,2021/01/21 05:15:00,SOEM1,5502,1/6.1/1,2021-01-21 00:00:00,24,Near End,TN-BM3509.1,AMM 20PB,-46.7,U09r,U76e,1/6+,1
1750112406,2021/01/21 05:15:00,SOEM1,5502,1/7.1/1,2021-01-21 00:00:00,24,Near End,TN-BM3509.1,AMM 20PB,-45.1,U09s,U76f,1/7+,1
1750112406,2021/01/21 05:15:00,SOEM1,5502,1/5.1/1,2021-01-21 00:00:00,24,Near End,TN-BM3509.1,AMM 20PB,-49.2,U09d,UT1n,1/5+,1
1750112406,2021/01/21 05:15:00,SOEM1,5502,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-BM3509.1,AMM 20PB,-50.7,U09c,UT1m,1/4+,1
1750112406,2021/01/21 05:15:00,SOEM1,5502,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-BM3509.1,AMM 20PB,-50.4,U09a,UT1k,1/2+,1
1750112406,2021/01/21 05:15:00,SOEM1,5502,1/14.1/1,2021-01-21 00:00:00,24,Near End,TN-BM3509.1,AMM 20PB,-52.6,U09i,U29b,1/14+,1
-98258548,2021/01/21 05:15:00,SOEM1,5488,1/5.1/1,2021-01-21 00:00:00,24,Near End,TN-AL1694.1,AMM 6PC,-49.5,A94c,684a,1/5+,1
-98258548,2021/01/21 05:15:00,SOEM1,5488,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-AL1694.1,AMM 6PC,-41.0,A94d,f64b,1/3+,1
-98258548,2021/01/21 05:15:00,SOEM1,5488,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-AL1694.1,AMM 6PC,-42.9,A94a,A95c,1/2+,1
2134706939,2021/01/21 05:15:00,SOEM1,5513,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-ME2717.1,AMM 2PB,-47.3,r17a,M20c,1/2+,1
-511818366,2021/01/21 05:15:00,SOEM1,5510,1/2.1/1,2021-01-21 00:00:00,24,Near End,BO1043.1,AMM 2PB,-43.2,R43b,RT4g,1/2+,1
1379574759,2021/01/21 05:15:00,SOEM1,5503,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-TE1263.1,AMM 6PC,-46.0,363a,370a,1/3+,1
1379574759,2021/01/21 05:15:00,SOEM1,5503,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-TE1263.1,AMM 6PC,-43.2,363c,308c,1/4+,1
1379574759,2021/01/21 05:15:00,SOEM1,5503,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-TE1263.1,AMM 6PC,-49.5,363b,3B1k,1/2+,1
1279777633,2021/01/21 05:15:00,SOEM1,5511,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-BO1050.1,AMM 2PB,-46.0,R50c,M39b,1/2+,1
1279777633,2021/01/21 05:15:00,SOEM1,5511,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-BO1050.1,AMM 2PB,-43.5,R50d,RT4i,1/3+,1
-1015085454,2021/01/21 05:15:00,SOEM1,5507,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-BO1015.1,AMM 2PB,-44.8,R15c,R36b,1/3+,1
-1015085454,2021/01/21 05:15:00,SOEM1,5507,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-BO1015.1,AMM 2PB,-40.4,R15b,z33d,1/2+,1
357949814,2021/01/21 05:15:00,SOEM1,5515,1/6.1/1,2021-01-21 00:00:00,24,Near End,TN1-AL1641.1,AMM 6PC,-39.1,A41f,577a,1/6+,1
357949814,2021/01/21 05:15:00,SOEM1,5515,1/5.1/1,2021-01-21 00:00:00,24,Near End,TN1-AL1641.1,AMM 6PC,-56.4,A41c,233b,1/5+,1
357949814,2021/01/21 05:15:00,SOEM1,5515,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN1-AL1641.1,AMM 6PC,-51.1,A41c,233b,1/4+,1
357949814,2021/01/21 05:15:00,SOEM1,5515,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN1-AL1641.1,AMM 6PC,-32.9,A41d,A50c,1/3+,1
357949814,2021/01/21 05:15:00,SOEM1,5515,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN1-AL1641.1,AMM 6PC,-34.4,A41h,A50h,1/2+,1
743350457,2021/01/21 05:15:00,SOEM1,5504,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-AL5187.1,AMM 2PB,-42.3,487a,A02b,1/2+,1
743350457,2021/01/21 05:15:00,SOEM1,5504,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-AL5187.1,AMM 2PB,-46.0,487b,463a,1/3+,1
-1983031108,2021/01/21 05:15:00,SOEM1,5524,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-AL1651.1,AMM 6PC,-90.0,A51c,227c,1/4+,1
-1983031108,2021/01/21 05:15:00,SOEM1,5524,1/5.1/1,2021-01-21 00:00:00,24,Near End,TN-AL1651.1,AMM 6PC,-91.8,A51d,AP6a,1/5+,1
-1983031108,2021/01/21 05:15:00,SOEM1,5524,1/6.1/1,2021-01-21 00:00:00,24,Near End,TN-AL1651.1,AMM 6PC,-87.8,A51a,n54a,1/6+,1
-1983031108,2021/01/21 05:15:00,SOEM1,5524,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-AL1651.1,AMM 6PC,-50.1,A51b,526f,1/3+,1
-1983031108,2021/01/21 05:15:00,SOEM1,5524,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-AL1651.1,AMM 6PC,-44.2,A51b,526f,1/2+,1
-685930897,2021/01/21 05:15:00,SOEM1,5536,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-BB3495.1,AMM 2PB,-42.9,D95a,D08a,1/2+,1
-472420933,2021/01/21 05:15:00,SOEM1,5348,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN1-TE1233.1,AMM 2PB,-56.4,333b,320c,1/2+,1
-1440139632,2021/01/21 05:15:00,SOEM1,5527,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-SO4120.1,AMM 6PC,-45.1,V20b,3T2f,1/2+,1
400586917,2021/01/21 05:15:00,SOEM1,5535,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-BB4604.1,AMM 2PB,-47.0,d04a,D17a,1/2+,1
1386183201,2021/01/21 05:15:00,SOEM1,5528,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-TE1222.1,AMM 2PB,-46.4,343b,3TBe,1/2+,1
1594354999,2021/01/21 05:15:00,SOEM1,5533,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-BB3444.1,AMM 2PB,-50.4,D44a,D05a,1/3+,1
-935082439,2021/01/21 05:15:00,SOEM1,5529,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-BB3437.1,AMM 2PB,-47.0,D37b,D39c,1/2+,1
284343501,2021/01/21 05:15:00,SOEM1,5534,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-BB3496.1,AMM 2PB,-74.0,D96a,D13x,1/2+,1
-274602512,2021/01/21 05:15:00,SOEM1,5531,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-BB3425-TN2.1,AMM 2PB,-42.6,D25g,D57b,1/3+,1
106918993,2021/01/21 05:15:00,SOEM1,5532,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-BB3414.1,AMM 2PB,-47.9,D14b,D23c,1/2+,1
1263677604,2021/01/21 05:15:00,SOEM1,5259,1/16.1/1,2021-01-21 00:00:00,24,Near End,TN-BL0996.1,AMM 20PB,-38.5,B96j,B81k,1/16+,1
1263677604,2021/01/21 05:15:00,SOEM1,5259,1/9.1/1,2021-01-21 00:00:00,24,Near End,TN-BL0996.1,AMM 20PB,-99.9,B96g,B77a,1/9+,1
1263677604,2021/01/21 05:15:00,SOEM1,5259,1/17.1/1,2021-01-21 00:00:00,24,Near End,TN-BL0996.1,AMM 20PB,-36.3,B96l,B81m,1/17+,1
